timestamp,complaint_count,complaint_ids
2026-03-05 22:00:00,11,"68217515,68221831,68211889,68213318,68214726"
2026-03-05 23:00:00,4,"68213323,68214713,68217518,68221827"
2026-03-06 00:00:00,4,"68219009,68211897,68213322,68217523"
2026-03-06 03:00:00,5,"68225129,68223538,68231772,68235073,68223593"
2026-03-06 04:00:00,3,"68233440,68225167,68231885"
2026-03-06 05:00:00,2,"68233476,68230094"
2026-03-06 06:00:00,5,"68231886,68223490,68235063,68225180,68228570"
2026-03-06 07:00:00,33,"68226897,68228504,68223466,68223495,68223521"
2026-03-06 08:00:00,52,"68230129,68225070,68223439,68223440,68223445"
2026-03-06 09:00:00,41,"68226768,68225066,68230231,68231880,68223438"
2026-03-06 10:00:00,37,"68231879,68235065,68235072,68225059,68223520"
2026-03-06 11:00:00,38,"68226772,68233443,68235001,68225060,68225121"
2026-03-06 12:00:00,18,"68223436,68223441,68228585,68228583,68231752"
2026-03-06 13:00:00,21,"68234994,68226733,68228437,68228440,68228441"
2026-03-06 14:00:00,24,"68226898,68231776,68230233,68235130,68234995"
2026-03-06 15:00:00,18,"68235144,68226771,68230109,68225057,68225068"
2026-03-06 16:00:00,28,"68225064,68223449,68225220,68228469,68228582"
2026-03-06 17:00:00,34,"68235143,68226761,68226756,68230114,68235060"
2026-03-06 18:00:00,11,"68228470,68225072,68223603,68230090,68230128"
2026-03-06 19:00:00,10,"68226755,68231779,68228567,68226753,68226893"
2026-03-06 20:00:00,2,"68228462,68231775"
2026-03-06 21:00:00,11,"68225095,68228465,68230122,68225077,68225182"
2026-03-06 22:00:00,4,"68233445,68223454,68230119,68231766"
2026-03-06 23:00:00,1,68228455
2026-03-07 00:00:00,2,"68230228,68223602"
2026-03-07 01:00:00,4,"68230120,68231764,68230121,68233458"
2026-03-07 02:00:00,1,68236322
2026-03-07 03:00:00,3,"68237548,68242319,68242257"
2026-03-07 04:00:00,1,68244709
2026-03-07 05:00:00,2,"68239978,68241155"
2026-03-07 06:00:00,2,"68239957,68242346"
2026-03-07 07:00:00,11,"68241109,68236245,68236319,68237490,68238724"
2026-03-07 08:00:00,17,"68244720,68236355,68237580,68242315,68239956"
2026-03-07 09:00:00,21,"68236354,68243492,68236272,68238727,68237489"
2026-03-07 10:00:00,36,"68241092,68239939,68243505,68244712,68236289"
2026-03-07 11:00:00,30,"68236269,68237499,68239943,68244771,68236246"
2026-03-07 12:00:00,27,"68241105,68238711,68241101,68244802,68241179"
2026-03-07 13:00:00,34,"68237484,68241110,68242264,68236266,68237502"
2026-03-07 14:00:00,24,"68237573,68240007,68243524,68243574,68236321"
2026-03-07 15:00:00,24,"68242271,68236252,68236262,68243573,68236248"
2026-03-07 16:00:00,12,"68236251,68242253,68242261,68242256,68243506"
2026-03-07 17:00:00,13,"68236257,68238723,68241121,68237543,68238728"
2026-03-07 18:00:00,10,"68242274,68237546,68244723,68237491,68244710"
2026-03-07 19:00:00,14,"68237527,68240009,68243509,68237497,68241094"
2026-03-07 20:00:00,5,"68241181,68244744,68238713,68237500,68243487"
2026-03-07 21:00:00,8,"68242272,68244728,68236350,68236270,68237506"
2026-03-07 22:00:00,6,"68237577,68236250,68236259,68243503,68238716"
2026-03-07 23:00:00,14,"68241111,68236263,68238726,68243491,68237508"
2026-03-08 00:00:00,4,"68236267,68241118,68243568,68244801"
2026-03-08 01:00:00,1,68251499
2026-03-08 05:00:00,1,68255652
2026-03-08 06:00:00,2,"68252854,68255571"
2026-03-08 07:00:00,13,"68250112,68246087,68247479,68255550,68247460"
2026-03-08 08:00:00,18,"68246119,68254188,68251469,68246196,68247562"
2026-03-08 09:00:00,15,"68252831,68246099,68254215,68246096,68251561"
2026-03-08 10:00:00,31,"68246091,68250134,68254201,68246109,68252845"
2026-03-08 11:00:00,35,"68248777,68251496,68252863,68248779,68246108"
2026-03-08 12:00:00,40,"68250107,68246113,68247472,68251476,68251471"
2026-03-08 13:00:00,31,"68251494,68252869,68247493,68246086,68250188"
2026-03-08 14:00:00,37,"68252838,68252840,68252868,68252941,68254189"
2026-03-08 15:00:00,35,"68254196,68255570,68250110,68248865,68246184"
2026-03-08 16:00:00,21,"68250122,68254212,68254191,68247554,68255574"
2026-03-08 17:00:00,30,"68255558,68246094,68255623,68251560,68255647"
2026-03-08 18:00:00,27,"68246085,68247463,68247488,68246107,68246195"
2026-03-08 19:00:00,19,"68255567,68246187,68250185,68248853,68246106"
2026-03-08 20:00:00,13,"68252834,68250114,68248863,68254234,68255573"
2026-03-08 21:00:00,13,"68248757,68246115,68246110,68246121,68247462"
2026-03-08 22:00:00,8,"68247486,68247489,68254198,68255578,68250130"
2026-03-08 23:00:00,5,"68246101,68246193,68248770,68255562,68251484"
2026-03-09 00:00:00,2,"68252830,68250131"
2026-03-09 01:00:00,1,68252847
2026-03-09 02:00:00,2,"68265546,68247553"
2026-03-09 03:00:00,4,"68261469,68261617,68263493,68265599"
2026-03-09 05:00:00,3,"68259542,68263588,68269575"
2026-03-09 06:00:00,9,"68267487,68269581,68271762,68269589,68263492"
2026-03-09 07:00:00,36,"68257613,68261478,68261479,68271631,68271636"
2026-03-09 08:00:00,50,"68257466,68257473,68257490,68259516,68259520"
2026-03-09 09:00:00,45,"68259514,68259518,68259649,68261503,68263515"
2026-03-09 10:00:00,43,"68259497,68261493,68263527,68265505,68265639"
2026-03-09 11:00:00,28,"68257494,68257500,68267516,68269611,68271638"
2026-03-09 12:00:00,23,"68259634,68263530,68263518,68271652,68271651"
2026-03-09 13:00:00,19,"68259638,68263502,68263532,68265633,68269613"
2026-03-09 14:00:00,22,"68257476,68261501,68263521,68265638,68263627"
2026-03-09 15:00:00,34,"68259503,68261496,68263536,68265524,68271628"
2026-03-09 16:00:00,30,"68259543,68261494,68263524,68267507,68269601"
2026-03-09 17:00:00,29,"68259486,68261609,68265525,68267503,68267518"
2026-03-09 18:00:00,44,"68259485,68259490,68261504,68263500,68265506"
2026-03-09 19:00:00,26,"68257487,68259495,68267622,68267627,68269580"
2026-03-09 20:00:00,11,"68261485,68261505,68263505,68265513,68267492"
2026-03-09 21:00:00,7,"68263634,68267513,68271653,68267499,68267512"
2026-03-09 22:00:00,9,"68263529,68265516,68265517,68267623,68269595"
2026-03-09 23:00:00,7,"68259635,68263514,68265636,68267484,68269591"
2026-03-10 00:00:00,1,68265648
2026-03-10 01:00:00,2,"68267620,68263579"
2026-03-10 02:00:00,2,"68279701,68283035"
2026-03-10 04:00:00,4,"68276553,68279820,68273234,68281322"
2026-03-10 05:00:00,1,68278202
2026-03-10 06:00:00,14,"68273206,68274939,68278065,68278194,68281336"
2026-03-10 07:00:00,28,"68273229,68273303,68273355,68276456,68278045"
2026-03-10 08:00:00,46,"68274828,68274827,68276462,68276499,68278047"
2026-03-10 09:00:00,33,"68273216,68274821,68274942,68276428,68276435"
2026-03-10 10:00:00,21,"68276457,68278196,68279662,68279684,68281347"
2026-03-10 11:00:00,23,"68273200,68273201,68273223,68274801,68276461"
2026-03-10 12:00:00,20,"68273213,68274820,68276437,68276442,68276448"
2026-03-10 13:00:00,40,"68273203,68273225,68273235,68273236,68273237"
2026-03-10 14:00:00,24,"68276453,68276459,68276557,68276562,68278053"
2026-03-10 15:00:00,28,"68273222,68273238,68273352,68274822,68274830"
2026-03-10 16:00:00,29,"68273217,68273304,68276455,68276559,68278056"
2026-03-10 17:00:00,33,"68273221,68274809,68274825,68274831,68274945"
2026-03-10 18:00:00,22,"68273220,68274808,68274814,68274819,68274823"
2026-03-10 19:00:00,21,"68273205,68273224,68274798,68278043,68279698"
2026-03-10 20:00:00,15,"68273354,68274811,68274815,68274943,68276447"
2026-03-10 21:00:00,17,"68273209,68273214,68273227,68276443,68276556"
2026-03-10 22:00:00,10,"68274947,68276449,68279668,68282966,68284585"
2026-03-10 23:00:00,4,"68276560,68278069,68279695,68281355"
2026-03-11 00:00:00,5,"68273230,68273350,68279680,68284735,68276433"
2026-03-11 01:00:00,1,68283112
2026-03-11 02:00:00,5,"68286313,68289519,68289521,68288010,68294396"
2026-03-11 04:00:00,1,68296099
2026-03-11 06:00:00,8,"68289595,68292880,68289643,68291152,68295944"
2026-03-11 07:00:00,28,"68286244,68286246,68289509,68291184,68296043"
2026-03-11 08:00:00,36,"68287925,68289609,68291064,68292704,68292828"
2026-03-11 09:00:00,35,"68286343,68287862,68287961,68287963,68289495"
2026-03-11 10:00:00,26,"68287962,68291185,68292864,68294320,68294324"
2026-03-11 11:00:00,17,"68291068,68289597,68289644,68292866,68287869"
2026-03-11 12:00:00,28,"68286265,68287861,68289667,68291225,68292707"
2026-03-11 13:00:00,30,"68289507,68292861,68296010,68296011,68286249"
2026-03-11 14:00:00,36,"68291087,68291186,68291187,68292712,68296007"
2026-03-11 15:00:00,26,"68291067,68286245,68286398,68287872,68287873"
2026-03-11 16:00:00,27,"68291235,68292865,68296045,68297573,68289515"
2026-03-11 17:00:00,31,"68286263,68291066,68291090,68297579,68286252"
2026-03-11 18:00:00,16,"68286260,68286267,68286271,68291097,68292725"
2026-03-11 19:00:00,9,"68294326,68286247,68292718,68294336,68286261"
2026-03-11 20:00:00,19,"68286270,68287965,68289520,68291095,68291098"
2026-03-11 21:00:00,14,"68295923,68286269,68287874,68289498,68289648"
2026-03-11 22:00:00,11,"68292721,68291083,68291086,68292737,68295922"
2026-03-11 23:00:00,5,"68286250,68289508,68287875,68289506,68289501"
2026-03-12 00:00:00,2,"68289645,68287865"
2026-03-12 01:00:00,5,"68289524,68294395,68294485,68296097,68291151"
2026-03-12 02:00:00,6,"68289647,68300582,68302067,68303588,68309362"
2026-03-12 04:00:00,1,68309381
2026-03-12 05:00:00,4,"68301986,68303475,68309507,68303539"
2026-03-12 06:00:00,3,"68303474,68304946,68304949"
2026-03-12 07:00:00,11,"68299152,68300584,68304935,68304937,68306475"
2026-03-12 08:00:00,19,"68299068,68308058,68300583,68301987,68302058"
2026-03-12 09:00:00,23,"68302101,68304980,68306488,68303583,68306477"
2026-03-12 10:00:00,22,"68306575,68309375,68303582,68299203,68299204"
2026-03-12 11:00:00,23,"68302099,68299069,68300639,68299070,68299090"
2026-03-12 12:00:00,22,"68303581,68302003,68305004,68309454,68309510"
2026-03-12 13:00:00,22,"68306576,68300591,68302100,68302095,68303482"
2026-03-12 14:00:00,16,"68304950,68299077,68299081,68301998,68308031"
2026-03-12 15:00:00,15,"68299071,68301988,68303528,68304936,68309423"
2026-03-12 16:00:00,10,"68300590,68309368,68299086,68302002,68303485"
2026-03-12 17:00:00,11,"68299087,68309506,68299082,68301999,68303490"
2026-03-12 18:00:00,17,"68299079,68299085,68303479,68303489,68303585"
2026-03-12 19:00:00,10,"68301989,68300594,68301993,68306483,68309382"
2026-03-12 20:00:00,3,"68306481,68299074,68303496"
2026-03-12 21:00:00,5,"68309509,68304983,68306577,68300668,68306487"
2026-03-12 22:00:00,2,"68299091,68305048"
2026-03-12 23:00:00,3,"68300665,68304944,68308041"
2026-03-13 00:00:00,4,"68306579,68309373,68301992,68309469"
2026-03-13 01:00:00,2,"68305059,68304982"
2026-03-13 02:00:00,2,"68312643,68320520"
2026-03-13 03:00:00,3,"68314272,68320465,68322115"
2026-03-13 04:00:00,5,"68314170,68314171,68315704,68314176,68318910"
2026-03-13 05:00:00,1,68321989
2026-03-13 06:00:00,10,"68312667,68320469,68311032,68314196,68318973"
2026-03-13 07:00:00,21,"68312560,68310975,68311075,68312550,68312552"
2026-03-13 08:00:00,28,"68320471,68314236,68320523,68312629,68312630"
2026-03-13 09:00:00,19,"68322002,68315837,68320522,68310962,68311035"
2026-03-13 10:00:00,12,"68322031,68312670,68312672,68315715,68315724"
2026-03-13 11:00:00,13,"68318911,68320468,68315779,68320462,68314187"
2026-03-13 12:00:00,15,"68320470,68314166,68322114,68311036,68314303"
2026-03-13 13:00:00,23,"68315839,68321992,68312549,68312551,68312556"
2026-03-13 14:00:00,19,"68320585,68322107,68314181,68312631,68317382"
2026-03-13 15:00:00,15,"68314180,68311034,68314305,68317312,68312548"
2026-03-13 16:00:00,26,"68312553,68318986,68320589,68314169,68312554"
2026-03-13 17:00:00,18,"68320472,68310973,68312668,68315716,68315720"
2026-03-13 18:00:00,7,"68317311,68321993,68314182,68310971,68317306"
2026-03-13 19:00:00,5,"68317292,68310970,68320478,68320588,68312665"
2026-03-13 20:00:00,11,"68312567,68315709,68317294,68312628,68314178"
2026-03-13 21:00:00,3,"68320480,68311078,68321998"
2026-03-13 22:00:00,5,"68315710,68312671,68317300,68318913,68318914"
2026-03-13 23:00:00,4,"68317310,68311076,68314193,68315718"
2026-03-14 00:00:00,3,"68314237,68318901,68315719"
2026-03-14 01:00:00,2,"68319011,68320475"
2026-03-14 02:00:00,1,68332232
2026-03-14 03:00:00,2,"68328353,68330971"
2026-03-14 04:00:00,1,68324522
2026-03-14 05:00:00,5,"68329616,68330912,68327125,68329661,68327035"
2026-03-14 06:00:00,6,"68327077,68329651,68325844,68332202,68332262"
2026-03-14 07:00:00,2,"68329618,68323377"
2026-03-14 08:00:00,8,"68328352,68330924,68332249,68327037,68324521"
2026-03-14 09:00:00,20,"68324557,68323344,68328351,68330913,68324572"
2026-03-14 10:00:00,16,"68325841,68332254,68324556,68327051,68327052"
2026-03-14 11:00:00,23,"68324520,68325786,68324605,68330922,68330926"
2026-03-14 12:00:00,14,"68325795,68332253,68332230,68332231,68327038"
2026-03-14 13:00:00,18,"68327048,68330923,68332255,68325782,68325823"
2026-03-14 14:00:00,7,"68328375,68327055,68329625,68324600,68324519"
2026-03-14 15:00:00,13,"68325792,68327050,68332199,68323373,68327054"
2026-03-14 16:00:00,7,"68325791,68328129,68323291,68328347,68330921"
2026-03-14 17:00:00,14,"68327053,68324594,68332198,68323296,68323297"
2026-03-14 18:00:00,13,"68330925,68324534,68329623,68332303,68323299"
2026-03-14 19:00:00,10,"68327128,68329626,68327120,68324532,68332192"
2026-03-14 20:00:00,5,"68329621,68329622,68323372,68325793,68328350"
2026-03-14 21:00:00,3,"68325787,68327040,68328411"
2026-03-14 22:00:00,8,"68325794,68324523,68327042,68328344,68328349"
2026-03-14 23:00:00,1,68332191
2026-03-15 00:00:00,2,"68325789,68328412"
2026-03-15 02:00:00,2,"68336903,68333346"
2026-03-15 03:00:00,5,"68340589,68336981,68333352,68341717,68339351"
2026-03-15 04:00:00,4,"68341720,68340593,68335772,68341780"
2026-03-15 05:00:00,1,68338154
2026-03-15 06:00:00,2,"68341760,68340591"
2026-03-15 07:00:00,1,68335773
2026-03-15 08:00:00,9,"68339308,68339294,68340515,68333350,68334538"
2026-03-15 09:00:00,20,"68335691,68336971,68338113,68335687,68336911"
2026-03-15 10:00:00,15,"68333348,68336976,68338112,68338116,68333349"
2026-03-15 11:00:00,14,"68335774,68335685,68333344,68333345,68333347"
2026-03-15 12:00:00,24,"68333353,68335776,68333426,68335694,68336899"
2026-03-15 13:00:00,19,"68336968,68334533,68338189,68338190,68339304"
2026-03-15 14:00:00,11,"68333354,68339301,68334537,68335701,68335775"
2026-03-15 15:00:00,5,"68336896,68335688,68338188,68335702,68335693"
2026-03-15 16:00:00,13,"68341708,68336973,68340517,68334539,68334590"
2026-03-15 17:00:00,5,"68336902,68339300,68334567,68336975,68341714"
2026-03-15 18:00:00,9,"68335703,68338109,68335698,68338120,68339303"
2026-03-15 19:00:00,8,"68334534,68334536,68339314,68339317,68340531"
2026-03-15 20:00:00,6,"68333355,68333356,68338123,68339305,68335700"
2026-03-15 21:00:00,5,"68338118,68339309,68340526,68338122,68338115"
2026-03-15 22:00:00,2,"68340590,68336906"
2026-03-15 23:00:00,17,"68336900,68334530,68333424,68334532,68335689"
2026-03-16 00:00:00,3,"68338191,68336977,68335683"
2026-03-16 01:00:00,1,68335761
2026-03-16 02:00:00,1,68353274
2026-03-16 04:00:00,1,68343106
2026-03-16 05:00:00,1,68343057
2026-03-16 06:00:00,10,"68350283,68344554,68343066,68344535,68347369"
2026-03-16 07:00:00,12,"68350245,68344492,68345990,68346014,68347361"
2026-03-16 08:00:00,16,"68353179,68350262,68350243,68343059,68343095"
2026-03-16 09:00:00,20,"68344501,68347365,68351680,68353212,68351737"
2026-03-16 10:00:00,15,"68351686,68350248,68353215,68345949,68343138"
2026-03-16 11:00:00,23,"68350338,68350267,68351683,68350299,68351697"
2026-03-16 12:00:00,16,"68346012,68346011,68350298,68351682,68351681"
2026-03-16 13:00:00,16,"68350337,68351691,68353177,68348787,68348803"
2026-03-16 14:00:00,10,"68353258,68353262,68350240,68345946,68347370"
2026-03-16 15:00:00,8,"68353261,68344566,68353213,68344507,68348834"
2026-03-16 16:00:00,9,"68344498,68347363,68348792,68348793,68343139"
2026-03-16 17:00:00,6,"68350251,68350266,68344590,68346015,68348796"
2026-03-16 18:00:00,13,"68344499,68345948,68353230,68343064,68348799"
2026-03-16 19:00:00,2,"68350247,68351685"
2026-03-16 20:00:00,14,"68343141,68348889,68347367,68348899,68347442"
2026-03-16 21:00:00,7,"68343067,68345945,68346013,68347439,68347441"
2026-03-16 22:00:00,4,"68343062,68350256,68350257,68353263"
2026-03-16 23:00:00,3,"68348861,68353176,68350249"
2026-03-17 00:00:00,2,"68343061,68343060"
2026-03-17 01:00:00,2,"68350295,68347447"
2026-03-17 02:00:00,4,"68354915,68366299,68354812,68345950"
2026-03-17 04:00:00,2,"68364633,68361351"
2026-03-17 06:00:00,7,"68354799,68356494,68358132,68366255,68364647"
2026-03-17 07:00:00,13,"68354798,68356492,68358064,68361344,68361346"
2026-03-17 08:00:00,21,"68354835,68358068,68362984,68362985,68366269"
2026-03-17 09:00:00,33,"68356416,68354806,68356499,68356405,68359735"
2026-03-17 10:00:00,13,"68361352,68356401,68356423,68354811,68356552"
2026-03-17 11:00:00,12,"68366359,68359659,68362979,68364635,68366265"
2026-03-17 12:00:00,16,"68354802,68356455,68359705,68364675,68354803"
2026-03-17 13:00:00,12,"68354810,68361455,68358061,68358133,68354801"
2026-03-17 14:00:00,11,"68354809,68356406,68354800,68361427,68364674"
2026-03-17 15:00:00,21,"68354924,68359655,68354909,68354834,68362991"
2026-03-17 16:00:00,8,"68359662,68361354,68354875,68358174,68361345"
2026-03-17 17:00:00,12,"68359658,68362992,68364747,68356414,68356454"
2026-03-17 18:00:00,16,"68356517,68354805,68362998,68358066,68366272"
2026-03-17 19:00:00,8,"68364738,68359660,68359668,68364748,68362995"
2026-03-17 20:00:00,9,"68366370,68359656,68364737,68361343,68362993"
2026-03-17 21:00:00,5,"68359670,68361456,68363093,68363097,68363099"
2026-03-17 22:00:00,2,"68366268,68359667"
2026-03-17 23:00:00,5,"68363069,68354923,68354912,68366371,68361356"
2026-03-18 00:00:00,2,"68359663,68359665"
2026-03-18 01:00:00,1,68356415
2026-03-18 02:00:00,5,"68370659,68372189,68376548,68372221,68378028"
2026-03-18 03:00:00,1,68375071
2026-03-18 04:00:00,3,"68367833,68372230,68373655"
2026-03-18 05:00:00,1,68376547
2026-03-18 06:00:00,3,"68370647,68370683,68373641"
2026-03-18 07:00:00,12,"68377965,68369323,68367733,68367732,68369213"
2026-03-18 08:00:00,31,"68370732,68370737,68372134,68369262,68370649"
2026-03-18 09:00:00,17,"68369270,68375139,68370703,68369212,68367735"
2026-03-18 10:00:00,17,"68376550,68375187,68375182,68377946,68372191"
2026-03-18 11:00:00,8,"68369268,68367736,68372129,68373643,68373648"
2026-03-18 12:00:00,19,"68367830,68369261,68369311,68372142,68367739"
2026-03-18 13:00:00,8,"68369209,68372136,68378031,68372190,68367793"
2026-03-18 14:00:00,22,"68370651,68373650,68375075,68375068,68367744"
2026-03-18 15:00:00,14,"68367842,68367843,68372218,68373647,68377952"
2026-03-18 16:00:00,11,"68367834,68376596,68376595,68376521,68369214"
2026-03-18 17:00:00,12,"68372137,68373651,68372132,68375142,68378029"
2026-03-18 18:00:00,14,"68370652,68367742,68375172,68375173,68367740"
2026-03-18 19:00:00,9,"68369324,68370734,68367831,68372219,68375188"
2026-03-18 20:00:00,7,"68372141,68378030,68375171,68378041,68370735"
2026-03-18 21:00:00,7,"68375073,68367743,68370650,68377962,68372133"
2026-03-18 22:00:00,6,"68367741,68367832,68369304,68369310,68370656"
2026-03-18 23:00:00,3,"68367745,68369309,68377944"
2026-03-19 00:00:00,1,68376516
2026-03-19 02:00:00,4,"68389071,68381335,68384433,68389162"
2026-03-19 04:00:00,2,"68384318,68379523"
2026-03-19 05:00:00,3,"68382782,68379577,68389047"
2026-03-19 06:00:00,5,"68379534,68384316,68389142,68382817,68385835"
2026-03-19 07:00:00,21,"68379664,68381220,68385854,68385856,68387526"
2026-03-19 08:00:00,23,"68379521,68381218,68381224,68385847,68385859"
2026-03-19 09:00:00,27,"68379536,68381215,68382784,68382888,68384386"
2026-03-19 10:00:00,16,"68379539,68379544,68381223,68384419,68385839"
2026-03-19 11:00:00,13,"68379653,68379658,68381216,68384422,68384424"
2026-03-19 12:00:00,12,"68384418,68387451,68389054,68390632,68390648"
2026-03-19 13:00:00,17,"68379531,68379533,68379547,68384322,68384416"
2026-03-19 14:00:00,15,"68379540,68379650,68387445,68389056,68390639"
2026-03-19 15:00:00,14,"68379537,68385852,68387438,68387555,68389063"
2026-03-19 16:00:00,11,"68379546,68382875,68387449,68390641,68382786"
2026-03-19 17:00:00,12,"68379535,68379651,68382780,68385848,68385858"
2026-03-19 18:00:00,8,"68381222,68385855,68389060,68385845,68390747"
2026-03-19 19:00:00,9,"68381292,68385843,68385850,68382876,68387447"
2026-03-19 20:00:00,21,"68382792,68382793,68382816,68382880,68384325"
2026-03-19 21:00:00,10,"68379545,68379655,68384324,68385841,68385851"
2026-03-19 22:00:00,9,"68384323,68384330,68389048,68389068,68389069"
2026-03-19 23:00:00,9,"68390743,68382789,68384326,68387446,68390645"
2026-03-20 00:00:00,3,"68385857,68390638,68382790"
2026-03-20 01:00:00,2,"68381345,68389053"
2026-03-20 02:00:00,2,"68397740,68393490"
2026-03-20 03:00:00,6,"68392032,68392090,68393566,68396421,68399161"
2026-03-20 04:00:00,1,68396317
2026-03-20 05:00:00,2,"68396322,68396387"
2026-03-20 06:00:00,4,"68397679,68400490,68392027,68399178"
2026-03-20 07:00:00,11,"68393482,68394937,68396321,68399078,68393494"
2026-03-20 08:00:00,12,"68392062,68393475,68393480,68396320,68396386"
2026-03-20 09:00:00,25,"68392014,68393481,68394974,68394975,68397668"
2026-03-20 10:00:00,23,"68393487,68394894,68399194,68400483,68401856"
2026-03-20 11:00:00,16,"68392012,68392085,68393479,68393484,68394895"
2026-03-20 12:00:00,14,"68392011,68396319,68397670,68400584,68393592"
2026-03-20 13:00:00,23,"68393561,68396427,68400489,68393495,68393501"
2026-03-20 14:00:00,14,"68394898,68394973,68396388,68397720,68400549"
2026-03-20 15:00:00,12,"68395012,68401854,68393500,68396333,68400492"
2026-03-20 16:00:00,14,"68394892,68393499,68392015,68399094,68401862"
2026-03-20 17:00:00,13,"68394896,68397777,68400487,68401959,68394900"
2026-03-20 18:00:00,15,"68394897,68393486,68393489,68392029,68394899"
2026-03-20 19:00:00,10,"68393485,68393502,68392118,68394907,68399083"
2026-03-20 20:00:00,14,"68396325,68401905,68397687,68397773,68400495"
2026-03-20 21:00:00,6,"68392016,68392025,68397680,68399082,68397676"
2026-03-20 22:00:00,6,"68393593,68392113,68396334,68397772,68401871"
2026-03-20 23:00:00,1,68392013
2026-03-21 00:00:00,2,"68396323,68401863"
2026-03-21 02:00:00,4,"68404149,68405155,68402980,68409608"
2026-03-21 03:00:00,5,"68405204,68406271,68409642,68409682,68410800"
2026-03-21 04:00:00,1,68409609
2026-03-21 05:00:00,2,"68409569,68403011"
2026-03-21 06:00:00,5,"68406313,68407417,68409637,68406328,68404151"
2026-03-21 07:00:00,4,"68405203,68407415,68404128,68409686"
2026-03-21 08:00:00,12,"68404121,68406262,68406267,68407420,68408464"
2026-03-21 09:00:00,15,"68404120,68402972,68404170,68409641,68410743"
2026-03-21 10:00:00,9,"68405164,68409636,68407380,68409574,68409607"
2026-03-21 11:00:00,14,"68404119,68404187,68404148,68405154,68406263"
2026-03-21 12:00:00,14,"68402971,68405153,68406260,68407372,68407414"
2026-03-21 13:00:00,10,"68402970,68407379,68407416,68408463,68409573"
2026-03-21 14:00:00,9,"68404123,68407371,68402977,68402982,68403045"
2026-03-21 15:00:00,9,"68407378,68402984,68404190,68405158,68406268"
2026-03-21 16:00:00,5,"68410820,68402986,68406266,68407374,68408471"
2026-03-21 17:00:00,14,"68410745,68402975,68402978,68402979,68402983"
2026-03-21 18:00:00,23,"68403022,68404193,68408470,68408468,68409610"
2026-03-21 19:00:00,7,"68407440,68408494,68406270,68409640,68410818"
2026-03-21 20:00:00,5,"68407438,68409577,68409580,68409670,68409576"
2026-03-21 21:00:00,7,"68405157,68409667,68403046,68404129,68405217"
2026-03-21 22:00:00,2,"68402973,68406269"
2026-03-21 23:00:00,2,"68407376,68408466"
2026-03-22 00:00:00,2,"68405218,68403049"
2026-03-22 01:00:00,1,68409666
2026-03-22 02:00:00,3,"68420318,68417598,68419021"
2026-03-22 03:00:00,3,"68413523,68413490,68421679"
2026-03-22 04:00:00,5,"68412132,68420316,68414812,68418986,68419027"
2026-03-22 06:00:00,1,68417579
2026-03-22 07:00:00,5,"68414904,68416163,68416170,68421597,68416172"
2026-03-22 08:00:00,6,"68417577,68417587,68421611,68416184,68412057"
2026-03-22 09:00:00,12,"68413525,68420293,68412066,68414910,68416259"
2026-03-22 10:00:00,10,"68416178,68413446,68418940,68418944,68420248"
2026-03-22 11:00:00,16,"68414803,68414804,68417583,68417599,68418932"
2026-03-22 12:00:00,14,"68413456,68421594,68413524,68416175,68420244"
2026-03-22 13:00:00,24,"68417575,68421607,68412061,68412070,68417584"
2026-03-22 14:00:00,11,"68413462,68419019,68420315,68413461,68412069"
2026-03-22 15:00:00,12,"68418934,68412068,68416211,68417586,68417591"
2026-03-22 16:00:00,17,"68421606,68417660,68413454,68414801,68416164"
2026-03-22 17:00:00,20,"68419034,68412063,68412064,68412102,68414800"
2026-03-22 18:00:00,23,"68412062,68414908,68412054,68414805,68414806"
2026-03-22 19:00:00,12,"68413448,68412131,68418949,68421654,68413449"
2026-03-22 20:00:00,3,"68413451,68414811,68418935"
2026-03-22 21:00:00,6,"68417662,68418950,68419020,68420294,68421677"
2026-03-22 22:00:00,2,"68412071,68418951"
2026-03-22 23:00:00,5,"68413459,68414810,68414909,68416162,68417596"
2026-03-23 02:00:00,1,68427705
2026-03-23 03:00:00,4,"68423180,68426157,68427675,68427704"
2026-03-23 04:00:00,1,68429129
2026-03-23 05:00:00,1,68430640
2026-03-23 07:00:00,9,"68424690,68427674,68429130,68430727,68423133"
2026-03-23 08:00:00,17,"68426245,68427645,68424685,68427673,68429131"
2026-03-23 09:00:00,10,"68423213,68424683,68429134,68433570,68424693"
2026-03-23 10:00:00,13,"68433575,68423152,68426153,68426155,68426156"
2026-03-23 11:00:00,12,"68423182,68429132,68424696,68432162,68423125"
2026-03-23 12:00:00,7,"68427649,68426246,68426190,68430728,68430736"
2026-03-23 13:00:00,8,"68424684,68432160,68423128,68427646,68427652"
2026-03-23 14:00:00,13,"68424692,68432161,68424686,68429164,68432255"
2026-03-23 15:00:00,7,"68427644,68427725,68430632,68426215,68427729"
2026-03-23 16:00:00,8,"68424695,68430633,68423135,68429145,68432169"
2026-03-23 17:00:00,15,"68433574,68433620,68430635,68426158,68426169"
2026-03-23 18:00:00,14,"68432259,68432263,68433571,68429141,68430729"
2026-03-23 19:00:00,9,"68423209,68423207,68427647,68432167,68432172"
2026-03-23 20:00:00,7,"68430731,68427653,68429139,68432171,68433653"
2026-03-23 21:00:00,14,"68423181,68427730,68433576,68423136,68424694"
2026-03-23 22:00:00,2,"68427654,68429136"
